"","year","month","day","lon","lat","species_group","depth","prov_nr","provID","sub_area","SubDiv","taxa","sample_id","depth_scaled","year_f","biomass","abundance","biomass_g_m2","biomass_g_km2","biomass_kg_km2"
"478",2013,5,22,14.5371500015259,56.0406666676203,"Amphipoda",24,3,611922,2,25,"Corophium volutator","611922_2013",-0.0238365407101441,"2013",0.114,30,0.114,114000,114
"479",2013,5,23,15.7545000076294,56.070666662852,"Amphipoda",8,1,611923,2,25,"Corophium volutator","611923_2013",-0.921603220525753,"2013",0.139,20,0.139,139000,139
"480",2013,5,23,15.7545000076294,56.070666662852,"Amphipoda",8,2,611924,2,25,"Monoporeia affinis","611924_2013",-0.921603220525753,"2013",0.229,10,0.229,229000,229
"481",2013,5,23,15.8076666514079,56.0849999984105,"Amphipoda",16,2,611927,2,25,"Gammarus","611927_2013",-0.472719880617948,"2013",0.47200002,300,0.47200002,472000.02,472.00002
"482",2013,5,28,15.2946500142415,56.1583333333333,"Amphipoda",8,1,611929,2,25,"Monoporeia affinis","611929_2013",-0.921603220525753,"2013",0.029,30,0.029,29000,29
"483",2013,5,28,15.2946500142415,56.1583333333333,"Amphipoda",8,2,611930,2,25,"Monoporeia affinis","611930_2013",-0.921603220525753,"2013",0.007,10,0.007,7000,7
"484",2013,5,28,15.2946500142415,56.1583333333333,"Amphipoda",8,3,611931,2,25,"Monoporeia affinis","611931_2013",-0.921603220525753,"2013",0.09,110,0.09,90000,90
"485",2013,5,21,14.3544864654541,55.8316535949707,"Amphipoda",21,1,611952,2,25,"Bathyporeia pilosa","611952_2013",-0.192167793175571,"2013",3.14999988,1580,3.14999988,3149999.88,3149.99988
"486",2013,5,21,14.373851776123,55.8361473083496,"Amphipoda",13,1,611953,2,25,"Bathyporeia pilosa","611953_2013",-0.641051133083375,"2013",0.748,260,0.748,748000,748
"487",2013,5,21,14.3743658065796,55.8299751281738,"Amphipoda",15,1,611954,2,25,"Bathyporeia pilosa","611954_2013",-0.528830298106424,"2013",0.022,10,0.022,22000,22
"488",2013,5,21,14.3816499710083,55.8498573303223,"Amphipoda",7,1,611955,2,25,"Bathyporeia pilosa","611955_2013",-0.977713638014228,"2013",3.11800003,1420,3.11800003,3118000.03,3118.00003
"489",2013,5,21,14.3694438934326,55.8465881347656,"Amphipoda",11,1,611956,2,25,"Bathyporeia pilosa","611956_2013",-0.753271968060326,"2013",3.88000011,1850,3.88000011,3880000.11,3880.00011
"490",2014,5,21,14.7113064,56.1514665,"Amphipoda",10,1,611978,2,25,"Monoporeia affinis","611978_2014",-0.809382385548802,"2014",0.006,10,0.006,6000,6
"491",2014,5,21,14.6994457,56.1363973,"Amphipoda",26,1,611979,2,25,"Corophium volutator","611979_2014",0.088384294266807,"2014",0.77000001,430,0.77000001,770000.01,770.00001
"492",2014,5,21,14.688893,56.1308773,"Amphipoda",0,1,611980,2,25,"Monoporeia affinis","611980_2014",-1.37048656043356,"2014",0.021,50,0.021,21000,21
"493",2014,5,21,14.6848183,56.1470974,"Amphipoda",19,1,611981,2,25,"Corophium volutator","611981_2014",-0.304388628152522,"2014",2.676,310,2.676,2676000,2676
"494",2014,5,6,15.0483577,56.1839011,"Amphipoda",4,1,611982,4,25,"Gammarus","611982_2014",-1.14604489047965,"2014",0.031,20,0.031,31000,31
"495",2014,5,6,15.0664842,56.1750655,"Amphipoda",45,1,611984,2,25,"Monoporeia affinis","611984_2014",1.15448222654784,"2014",0.31199999,30,0.31199999,311999.99,311.99999
"496",2014,5,6,15.0606721,56.1708992,"Amphipoda",60,1,611985,2,25,"Monoporeia affinis","611985_2014",1.99613848887498,"2014",0.28999999,70,0.28999999,289999.99,289.99999
"497",2014,5,6,15.0620719,56.1651147,"Amphipoda",0,1,611986,2,25,"Monoporeia affinis","611986_2014",-1.37048656043356,"2014",0.189,40,0.189,189000,189
"498",2014,5,8,14.8756668,56.1579869,"Amphipoda",0,1,611987,2,25,"Corophium volutator","611987_2014",-1.37048656043356,"2014",29.01700011,2920,29.01700011,29017000.11,29017.00011
"499",2014,5,21,14.878025,56.1516277,"Amphipoda",23,1,611988,2,25,"Corophium volutator","611988_2014",-0.0799469581986196,"2014",0.79699998,130,0.79699998,796999.98,796.99998
"500",2014,5,21,14.867396,56.1480267,"Amphipoda",38,1,611990,2,25,"Corophium volutator","611990_2014",0.761709304128513,"2014",0.32199999,50,0.32199999,321999.99,321.99999
"501",2014,5,8,14.8626036,56.159747,"Amphipoda",23,1,611991,2,25,"Monoporeia affinis","611991_2014",-0.0799469581986196,"2014",2.11400002,310,2.11400002,2114000.02,2114.00002
"502",2014,5,21,14.5353638,55.9663958,"Amphipoda",3,1,611992,2,25,"Bathyporeia pilosa","611992_2014",-1.20215530796813,"2014",2.39600001,1100,2.39600001,2396000.01,2396.00001
"503",2014,5,21,14.5353638,55.9663958,"Amphipoda",3,2,611993,2,25,"Bathyporeia pilosa","611993_2014",-1.20215530796813,"2014",0.51899999,360,0.51899999,518999.99,518.99999
"504",2014,5,21,14.5353638,55.9663958,"Amphipoda",3,3,611994,2,25,"Bathyporeia pilosa","611994_2014",-1.20215530796813,"2014",0.05,1250,0.05,50000,50
"505",2014,5,21,14.2775427,55.8665989,"Amphipoda",18,1,611995,2,25,"Bathyporeia pilosa","611995_2014",-0.360499045640997,"2014",0.015,10,0.015,15000,15
"506",2014,5,21,14.2775427,55.8665989,"Amphipoda",18,2,611996,2,25,"Bathyporeia pilosa","611996_2014",-0.360499045640997,"2014",0.05,100,0.05,50000,50
"507",2014,5,21,14.2775427,55.8665989,"Amphipoda",18,3,611997,2,25,"Bathyporeia pilosa","611997_2014",-0.360499045640997,"2014",0.05,30,0.05,50000,50
"508",2014,5,7,15.7753838,56.0782675,"Amphipoda",8,1,611998,2,25,"Corophium volutator","611998_2014",-0.921603220525753,"2014",0.23800001,40,0.23800001,238000.01,238.00001
"509",2014,5,7,15.7587516,56.073565,"Amphipoda",24,1,611999,2,25,"Corophium volutator","611999_2014",-0.0238365407101441,"2014",0.88400003,180,0.88400003,884000.03,884.00003
"510",2014,5,7,15.7472768,56.0692311,"Amphipoda",55,1,612000,2,25,"Corophium volutator","612000_2014",1.7155864014326,"2014",0.85799999,90,0.85799999,857999.99,857.99999
"511",2014,5,7,15.7513969,56.0623983,"Amphipoda",14,1,612001,2,25,"Monoporeia affinis","612001_2014",-0.5849407155949,"2014",0.004,10,0.004,4000,4
"512",2014,5,7,15.7539115,56.0666476,"Amphipoda",0,1,612002,2,25,"Corophium volutator","612002_2014",-1.37048656043356,"2014",1.25499999,240,1.25499999,1254999.99,1254.99999
"513",2014,5,20,15.0333574,56.1185226,"Amphipoda",26,1,612003,2,25,"Monoporeia affinis","612003_2014",0.088384294266807,"2014",0.43900002,40,0.43900002,439000.02,439.00002
"514",2014,5,20,15.1703397,56.0850578,"Amphipoda",22,1,612005,2,25,"Monoporeia affinis","612005_2014",-0.136057375687095,"2014",0.039,10,0.039,39000,39
"515",2014,5,20,15.3746294,56.0993411,"Amphipoda",31,1,612006,2,25,"Corophium volutator","612006_2014",0.368936381709185,"2014",1.02299999,220,1.02299999,1022999.99,1022.99999
"516",2014,5,20,15.3486691,56.0919818,"Amphipoda",39,1,612007,2,25,"Corophium volutator","612007_2014",0.817819721616989,"2014",0.632,130,0.632,632000,632
"517",2014,5,21,14.7348772,56.1515833,"Amphipoda",22,1,612008,2,25,"Corophium volutator","612008_2014",-0.136057375687095,"2014",0.28400001,30,0.28400001,284000.01,284.00001
"518",2014,5,21,14.7237135,56.1342771,"Amphipoda",18,1,612010,2,25,"Monoporeia affinis","612010_2014",-0.360499045640997,"2014",0.12,100,0.12,120000,120
"519",2014,5,21,14.7096768,56.1324108,"Amphipoda",28,1,612011,2,25,"Monoporeia affinis","612011_2014",0.200605129243758,"2014",0.43000001,70,0.43000001,430000.01,430.00001
"520",2014,5,8,15.3005539,56.1580128,"Amphipoda",13,1,612015,2,25,"Monoporeia affinis","612015_2014",-0.641051133083375,"2014",0.20500001,120,0.20500001,205000.01,205.00001
"521",2014,5,8,15.2613591,56.1539843,"Amphipoda",13,1,612017,2,25,"Monoporeia affinis","612017_2014",-0.641051133083375,"2014",0.045,10,0.045,45000,45
"522",2014,5,6,14.5806756,56.0340765,"Amphipoda",52,1,612020,2,25,"Corophium volutator","612020_2014",1.54725514896717,"2014",0.074,10,0.074,74000,74
"523",2014,5,6,14.5775413,56.029213,"Amphipoda",100,1,612021,2,25,"Gammarus locusta","612021_2014",4.240555188414,"2014",3.97599995,290,3.97599995,3975999.95,3975.99995
"524",2014,5,6,14.5792186,56.0248824,"Amphipoda",3,1,612022,2,25,"Corophium volutator","612022_2014",-1.20215530796813,"2014",0.219,30,0.219,219000,219
"525",2014,5,7,15.5148958,56.1607248,"Amphipoda",30,1,612023,2,25,"Corophium volutator","612023_2014",0.312825964220709,"2014",0.06,20,0.06,60000,60
"526",2014,5,7,15.50659,56.1319294,"Amphipoda",6,1,612025,2,25,"Monoporeia affinis","612025_2014",-1.0338240555027,"2014",0.65499999,500,0.65499999,654999.99,654.99999
"527",2014,5,7,15.4764781,56.128844,"Amphipoda",5,1,612027,2,25,"Monoporeia affinis","612027_2014",-1.08993447299118,"2014",0.21600001,220,0.21600001,216000.01,216.00001
"528",2014,5,21,14.8123936,56.1470666,"Amphipoda",30,1,612028,2,25,"Corophium volutator","612028_2014",0.312825964220709,"2014",1.411,290,1.411,1411000,1411
"529",2014,5,21,14.7661503,56.1530989,"Amphipoda",64,1,612029,2,25,"Corophium volutator","612029_2014",2.22058015882888,"2014",0.092,10,0.092,92000,92
"530",2014,5,21,14.7721983,56.1286298,"Amphipoda",22,1,612030,2,25,"Monoporeia affinis","612030_2014",-0.136057375687095,"2014",0.86999997,100,0.86999997,869999.97,869.99997
"531",2014,5,21,14.7332803,56.069692,"Amphipoda",3,1,612032,2,25,"Corophium volutator","612032_2014",-1.20215530796813,"2014",10.40000013,1160,10.40000013,10400000.13,10400.00013
"532",2014,5,7,15.6131256,56.1498796,"Amphipoda",12,1,612033,2,25,"Monoporeia affinis","612033_2014",-0.697161550571851,"2014",0.138,160,0.138,138000,138
"533",2014,5,7,15.6258899,56.1419237,"Amphipoda",0,1,612034,2,25,"Monoporeia affinis","612034_2014",-1.37048656043356,"2014",0.089,50,0.089,89000,89
"534",2014,5,7,15.5713728,56.1498522,"Amphipoda",24,1,612035,2,25,"Monoporeia affinis","612035_2014",-0.0238365407101441,"2014",0.47400001,240,0.47400001,474000.01,474.00001
"535",2014,5,7,15.5515328,56.135452,"Amphipoda",11,1,612036,2,25,"Monoporeia affinis","612036_2014",-0.753271968060326,"2014",0.97000003,430,0.97000003,970000.03,970.00003
"536",2014,5,7,15.7178607,56.1538518,"Amphipoda",6,1,612037,2,25,"Corophium volutator","612037_2014",-1.0338240555027,"2014",0.039,10,0.039,39000,39
"537",2014,5,7,15.6712173,56.1293451,"Amphipoda",18,1,612038,2,25,"Monoporeia affinis","612038_2014",-0.360499045640997,"2014",0.30400001,380,0.30400001,304000.01,304.00001
"538",2014,5,7,15.6509066,56.1373683,"Amphipoda",29,1,612039,2,25,"Monoporeia affinis","612039_2014",0.256715546732234,"2014",0.166,180,0.166,166000,166
"539",2014,5,7,15.6656463,56.1532466,"Amphipoda",21,1,612040,2,25,"Monoporeia affinis","612040_2014",-0.192167793175571,"2014",0.101,180,0.101,101000,101
"540",2014,5,7,15.6363417,56.1210304,"Amphipoda",10,1,612041,2,25,"Corophium volutator","612041_2014",-0.809382385548802,"2014",0.167,20,0.167,167000,167
"541",2012,5,23,16.6733341217041,57.9951324462891,"Amphipoda",55,1,614034,4,27,"Corophium volutator","614034_2012",1.7155864014326,"2012",0.081,10,0.081,81000,81
"542",2012,5,23,16.6729507446289,57.9984817504883,"Amphipoda",20,1,614039,4,27,"Corophium volutator","614039_2012",-0.248278210664046,"2012",0.035,10,0.035,35000,35
"543",2009,5,20,14.2947835922241,55.6291656494141,"Amphipoda",31,1,629922,2,25,"Bathyporeia pilosa","629922_2009",0.368936381709185,"2009",0.053,40,0.053,53000,53
"544",2010,5,14,14.2947835922241,55.6291656494141,"Amphipoda",31,1,629923,2,25,"Bathyporeia pilosa","629923_2010",0.368936381709185,"2010",0.155,40,0.155,155000,155
"545",2009,5,20,14.414999961853,55.6338996887207,"Amphipoda",42,1,629924,2,25,"Pontoporeia femorata","629924_2009",0.986150974082416,"2009",0.67000002,120,0.67000002,670000.02,670.00002
"546",2009,5,20,14.3843669891357,55.6694488525391,"Amphipoda",37,1,629927,2,25,"Pontoporeia femorata","629927_2009",0.705598886640038,"2009",0.041,20,0.041,41000,41
"547",2009,5,20,14.2825002670288,55.7222328186035,"Amphipoda",18,1,629928,2,25,"Bathyporeia pilosa","629928_2009",-0.360499045640997,"2009",0.40999999,150,0.40999999,409999.99,409.99999
"548",2009,5,20,14.3169002532959,55.7426490783691,"Amphipoda",31,1,629929,2,25,"Bathyporeia pilosa","629929_2009",0.368936381709185,"2009",0.09,60,0.09,90000,90
"549",2009,5,20,14.248649597168,55.7516174316406,"Amphipoda",32,1,629930,2,25,"Bathyporeia pilosa","629930_2009",0.42504679919766,"2009",0.074,30,0.074,74000,74
"550",2009,5,20,14.2541170120239,55.783332824707,"Amphipoda",17,1,629931,2,25,"Bathyporeia pilosa","629931_2009",-0.416609463129473,"2009",0.046,20,0.046,46000,46
"551",2009,5,20,14.2806167602539,55.764217376709,"Amphipoda",25,1,629932,2,25,"Bathyporeia pilosa","629932_2009",0.0322738767783314,"2009",0.338,220,0.338,338000,338
"552",2009,5,20,14.3273000717163,55.789249420166,"Amphipoda",25,1,629933,2,25,"Bathyporeia pilosa","629933_2009",0.0322738767783314,"2009",1.81200003,270,1.81200003,1812000.03,1812.00003
"553",2009,5,20,14.2560663223267,55.8049850463867,"Amphipoda",14,1,629934,2,25,"Bathyporeia pilosa","629934_2009",-0.5849407155949,"2009",0.424,190,0.424,424000,424
"554",2010,5,14,14.3830165863037,55.5821495056152,"Amphipoda",22,1,629935,2,25,"Monoporeia affinis","629935_2010",-0.136057375687095,"2010",0.087,30,0.087,87000,87
"555",2010,5,14,14.4464502334595,55.5773162841797,"Amphipoda",47,1,629936,2,25,"Gammarus","629936_2010",1.26670306152479,"2010",0.062,20,0.062,62000,62
"556",2010,5,14,14.4122667312622,55.6049995422363,"Amphipoda",27,1,629937,2,25,"Monoporeia affinis","629937_2010",0.144494711755283,"2010",0.041,20,0.041,41000,41
"557",2010,5,14,14.3467998504639,55.5966148376465,"Amphipoda",31,1,629938,2,25,"Bathyporeia pilosa","629938_2010",0.368936381709185,"2010",0.138,100,0.138,138000,138
"558",2010,5,14,14.3914337158203,55.6147842407227,"Amphipoda",38,1,629939,2,25,"Monoporeia affinis","629939_2010",0.761709304128513,"2010",0.283,80,0.283,283000,283
"559",2010,5,14,14.3938331604004,55.6633338928223,"Amphipoda",50,1,629942,2,25,"Monoporeia affinis","629942_2010",1.43503431399022,"2010",0.116,40,0.116,116000,116
"560",2010,5,14,14.2840166091919,55.7555656433105,"Amphipoda",16,1,629944,2,25,"Monoporeia affinis","629944_2010",-0.472719880617948,"2010",0.107,90,0.107,107000,107
"561",2010,5,14,14.2377834320068,55.758415222168,"Amphipoda",31,1,629945,2,25,"Bathyporeia pilosa","629945_2010",0.368936381709185,"2010",0.30500001,90,0.30500001,305000.01,305.00001
"562",2010,5,14,14.2818670272827,55.7792320251465,"Amphipoda",13,1,629947,2,25,"Bathyporeia pilosa","629947_2010",-0.641051133083375,"2010",0.84599997,600,0.84599997,845999.97,845.99997
"563",2010,5,14,14.3141832351685,55.7924003601074,"Amphipoda",22,1,629948,2,25,"Bathyporeia pilosa","629948_2010",-0.136057375687095,"2010",0.156,100,0.156,156000,156
"564",2010,5,14,14.263032913208,55.7905654907227,"Amphipoda",29,1,629949,2,25,"Bathyporeia pilosa","629949_2010",0.256715546732234,"2010",0.538,110,0.538,538000,538
"565",2008,6,10,14.3990001678467,55.5796813964844,"Amphipoda",38,1,629950,2,25,"Monoporeia affinis","629950_2008",0.761709304128513,"2008",0.137,20,0.137,137000,137
"566",2008,6,11,14.4576670328776,55.568000793457,"Amphipoda",52,1,629951,2,25,"Pontoporeia femorata","629951_2008",1.54725514896717,"2008",0.13,50,0.13,130000,130
"567",2008,6,10,14.4407663345337,55.6108322143555,"Amphipoda",53,1,629952,2,25,"Monoporeia affinis","629952_2008",1.60336556645565,"2008",0.093,30,0.093,93000,93
"568",2008,6,10,14.3745498657227,55.5943489074707,"Amphipoda",37,1,629953,2,25,"Monoporeia affinis","629953_2008",0.705598886640038,"2008",0.142,40,0.142,142000,142
"569",2008,6,11,14.3906497955322,55.632984161377,"Amphipoda",39,1,629955,2,25,"Monoporeia affinis","629955_2008",0.817819721616989,"2008",0.49900001,150,0.49900001,499000.01,499.00001
"570",2008,6,10,14.3239164352417,55.6501998901367,"Amphipoda",22,1,629956,2,25,"Bathyporeia pilosa","629956_2008",-0.136057375687095,"2008",0.18999999,120,0.18999999,189999.99,189.99999
"571",2008,6,10,14.3287830352783,55.6684989929199,"Amphipoda",31,1,629957,2,25,"Monoporeia affinis","629957_2008",0.368936381709185,"2008",0.21600001,50,0.21600001,216000.01,216.00001
"572",2008,6,11,14.3540000915527,55.6798324584961,"Amphipoda",34,1,629958,2,25,"Bathyporeia pilosa","629958_2008",0.537267634174611,"2008",0.56600002,210,0.56600002,566000.02,566.00002
"573",2009,5,20,14.3000001907349,55.7083320617676,"Amphipoda",36,1,629959,2,25,"Bathyporeia pilosa","629959_2009",0.649488469151562,"2009",0.27099999,120,0.27099999,270999.99,270.99999
"574",2010,5,14,14.3000001907349,55.7083320617676,"Amphipoda",36,1,629960,2,25,"Bathyporeia pilosa","629960_2010",0.649488469151562,"2010",0.493,270,0.493,493000,493
"575",2008,6,11,14.3000001907349,55.7083320617676,"Amphipoda",36,1,629961,2,25,"Bathyporeia pilosa","629961_2008",0.649488469151562,"2008",0.44400001,240,0.44400001,444000.01,444.00001
"576",2009,5,20,14.2331666946411,55.7008323669434,"Amphipoda",28,1,629962,2,25,"Gammarus","629962_2009",0.200605129243758,"2009",0.028,30,0.028,28000,28
"577",2008,6,10,14.2331666946411,55.7008323669434,"Amphipoda",28,1,629964,2,25,"Monoporeia affinis","629964_2008",0.200605129243758,"2008",0.021,30,0.021,21000,21
"578",2008,6,10,14.3149337768555,55.7308158874512,"Amphipoda",23,1,629965,2,25,"Bathyporeia pilosa","629965_2008",-0.0799469581986196,"2008",0.198,120,0.198,198000,198
"579",2008,6,10,14.2959337234497,55.7447319030762,"Amphipoda",34,1,629966,2,25,"Bathyporeia pilosa","629966_2008",0.537267634174611,"2008",0.126,100,0.126,126000,126
"580",2008,6,10,14.2353000640869,55.7490653991699,"Amphipoda",32,1,629967,2,25,"Bathyporeia pilosa","629967_2008",0.42504679919766,"2008",0.492,310,0.492,492000,492
"581",2008,6,10,14.2170495986938,55.7757148742676,"Amphipoda",34,1,629968,2,25,"Monoporeia affinis","629968_2008",0.537267634174611,"2008",0.049,20,0.049,49000,49
"582",2008,6,10,14.2913503646851,55.7744178771973,"Amphipoda",20,1,629969,2,25,"Bathyporeia pilosa","629969_2008",-0.248278210664046,"2008",0.406,230,0.406,406000,406
"583",2008,6,10,14.3201503753662,55.7924003601074,"Amphipoda",13,1,629970,2,25,"Bathyporeia pilosa","629970_2008",-0.641051133083375,"2008",0.20500001,110,0.20500001,205000.01,205.00001
"584",2008,6,10,14.2428331375122,55.7998352050781,"Amphipoda",25,1,629971,2,25,"Bathyporeia pilosa","629971_2008",0.0322738767783314,"2008",0.079,60,0.079,79000,79
"585",2007,6,8,14.4086666107178,55.5731658935547,"Amphipoda",38,1,629972,2,25,"Monoporeia affinis","629972_2007",0.761709304128513,"2007",0.083,30,0.083,83000,83
"586",2007,6,8,14.3583335876465,55.6826667785645,"Amphipoda",29,1,629973,2,25,"Monoporeia affinis","629973_2007",0.256715546732234,"2007",4.57800001,990,4.57800001,4578000.01,4578.00001
"587",2007,6,8,14.3196668624878,55.7083320617676,"Amphipoda",42,1,629974,2,25,"Bathyporeia pilosa","629974_2007",0.986150974082416,"2007",0.298,200,0.298,298000,298
"588",2010,5,14,14.2458333969116,55.7319984436035,"Amphipoda",33,1,629977,2,25,"Bathyporeia pilosa","629977_2010",0.481157216686136,"2010",0.17099999,120,0.17099999,170999.99,170.99999
"589",2008,6,10,14.2458333969116,55.7319984436035,"Amphipoda",33,1,629978,2,25,"Bathyporeia pilosa","629978_2008",0.481157216686136,"2008",0.027,30,0.027,27000,27
"590",2007,6,8,14.2458333969116,55.7319984436035,"Amphipoda",33,1,629979,2,25,"Bathyporeia pilosa","629979_2007",0.481157216686136,"2007",0.42300001,90,0.42300001,423000.01,423.00001
"591",2007,6,8,14.326000213623,55.7145004272461,"Amphipoda",38,1,629980,2,25,"Monoporeia affinis","629980_2007",0.761709304128513,"2007",4.7240001,820,4.7240001,4724000.1,4724.0001
"592",2007,6,8,14.3123331069946,55.7396659851074,"Amphipoda",28,1,629981,2,25,"Bathyporeia pilosa","629981_2007",0.200605129243758,"2007",0.091,40,0.091,91000,91
"593",2007,6,8,14.2355003356934,55.7468338012695,"Amphipoda",39,1,629982,2,25,"Monoporeia affinis","629982_2007",0.817819721616989,"2007",0.62799998,110,0.62799998,627999.98,627.99998
"594",2007,6,8,14.2228336334229,55.7683334350586,"Amphipoda",15,1,629983,2,25,"Bathyporeia pilosa","629983_2007",-0.528830298106424,"2007",0.63200001,180,0.63200001,632000.01,632.00001
"595",2007,6,8,14.2790002822876,55.7803344726563,"Amphipoda",27,1,629984,2,25,"Bathyporeia pilosa","629984_2007",0.144494711755283,"2007",0.76900002,230,0.76900002,769000.02,769.00002
"596",2007,6,8,14.3334999084473,55.798999786377,"Amphipoda",26,1,629985,2,25,"Gammarus","629985_2007",0.088384294266807,"2007",0.138,20,0.138,138000,138
"597",2007,6,8,14.2744998931885,55.7976684570313,"Amphipoda",26,1,629987,2,25,"Bathyporeia pilosa","629987_2007",0.088384294266807,"2007",0.716,190,0.716,716000,716
"598",2007,6,8,14.4434995651245,55.5914993286133,"Amphipoda",43,1,629988,2,25,"Monoporeia affinis","629988_2007",1.04226139157089,"2007",0.20499999,50,0.20499999,204999.99,204.99999
"599",2007,6,8,14.3596668243408,55.5681648254395,"Amphipoda",25,1,629989,2,25,"Corophium volutator","629989_2007",0.0322738767783314,"2007",0.033,40,0.033,33000,33
"600",2007,6,8,14.2891664505005,55.6300010681152,"Amphipoda",29,1,629990,2,25,"Monoporeia affinis","629990_2007",0.256715546732234,"2007",0.149,30,0.149,149000,149
"601",2007,6,8,14.3913335800171,55.6199989318848,"Amphipoda",35,1,629991,2,25,"Gammarus","629991_2007",0.593378051663087,"2007",2.59600006,820,2.59600006,2596000.06,2596.00006
"602",2009,5,20,14.360333442688,55.6525001525879,"Amphipoda",42,1,629992,2,25,"Monoporeia affinis","629992_2009",0.986150974082416,"2009",0.69399998,90,0.69399998,693999.98,693.99998
"603",2010,5,14,14.360333442688,55.6525001525879,"Amphipoda",42,1,629993,2,25,"Gammarus salinus","629993_2010",0.986150974082416,"2010",0.72400001,130,0.72400001,724000.01,724.00001
"604",2008,6,11,14.360333442688,55.6525001525879,"Amphipoda",42,1,629994,2,25,"Monoporeia affinis","629994_2008",0.986150974082416,"2008",0.60000001,250,0.60000001,600000.01,600.00001
"605",2007,6,8,14.360333442688,55.6525001525879,"Amphipoda",42,1,629995,2,25,"Monoporeia affinis","629995_2007",0.986150974082416,"2007",5.096,1880,5.096,5096000,5096
"606",2007,6,8,14.3248329162598,55.6456680297852,"Amphipoda",31,1,629996,2,25,"Bathyporeia pilosa","629996_2007",0.368936381709185,"2007",0.178,110,0.178,178000,178
"607",2007,6,8,14.3205003738403,55.6730003356934,"Amphipoda",38,1,629997,2,25,"Monoporeia affinis","629997_2007",0.761709304128513,"2007",0.007,10,0.007,7000,7
"608",2012,5,25,14.3830003738403,55.5821685791016,"Amphipoda",22,1,629998,2,25,"Bathyporeia pilosa","629998_2012",-0.136057375687095,"2012",1.03400002,160,1.03400002,1034000.02,1034.00002
"609",2011,5,6,14.3830003738403,55.5821685791016,"Amphipoda",22,1,629999,2,25,"Bathyporeia pilosa","629999_2011",-0.136057375687095,"2011",0.70000001,180,0.70000001,700000.01,700.00001
"610",2013,6,19,14.3830003738403,55.5821685791016,"Amphipoda",22,1,630000,2,25,"Monoporeia affinis","630000_2013",-0.136057375687095,"2013",0.089,10,0.089,89000,89
"611",2014,5,27,14.3830003738403,55.5821685791016,"Amphipoda",22,1,630001,2,25,"Monoporeia affinis","630001_2014",-0.136057375687095,"2014",0.25499999,70,0.25499999,254999.99,254.99999
"612",2012,5,25,14.4381666183472,55.5800018310547,"Amphipoda",28,1,630002,2,25,"Monoporeia affinis","630002_2012",0.200605129243758,"2012",2.5339999,190,2.5339999,2533999.9,2533.9999
"613",2011,5,6,14.4381666183472,55.5800018310547,"Amphipoda",28,1,630003,2,25,"Monoporeia affinis","630003_2011",0.200605129243758,"2011",0.152,20,0.152,152000,152
"614",2014,5,27,14.4381666183472,55.5800018310547,"Amphipoda",28,1,630005,2,25,"Monoporeia affinis","630005_2014",0.200605129243758,"2014",0.366,60,0.366,366000,366
"615",2012,5,25,14.4434995651245,55.5914993286133,"Amphipoda",43,1,630006,2,25,"Monoporeia affinis","630006_2012",1.04226139157089,"2012",0.64999999,70,0.64999999,649999.99,649.99999
"616",2011,5,6,14.4434995651245,55.5914993286133,"Amphipoda",43,1,630007,2,25,"Monoporeia affinis","630007_2011",1.04226139157089,"2011",0.2,30,0.2,2e+05,200
"617",2013,6,19,14.4434995651245,55.5914993286133,"Amphipoda",43,1,630008,2,25,"Bathyporeia pilosa","630008_2013",1.04226139157089,"2013",0.70900001,120,0.70900001,709000.01,709.00001
"618",2014,5,27,14.4434995651245,55.5914993286133,"Amphipoda",43,1,630009,2,25,"Monoporeia affinis","630009_2014",1.04226139157089,"2014",0.93999997,230,0.93999997,939999.97,939.99997
"619",2012,5,25,14.3468332290649,55.5966682434082,"Amphipoda",31,1,630010,2,25,"Bathyporeia pilosa","630010_2012",0.368936381709185,"2012",0.68499999,190,0.68499999,684999.99,684.99999
"620",2011,5,6,14.3468332290649,55.5966682434082,"Amphipoda",31,1,630011,2,25,"Bathyporeia pilosa","630011_2011",0.368936381709185,"2011",0.899,440,0.899,899000,899
"621",2013,6,19,14.3468332290649,55.5966682434082,"Amphipoda",31,1,630012,2,25,"Bathyporeia pilosa","630012_2013",0.368936381709185,"2013",0.321,210,0.321,321000,321
"622",2014,5,27,14.3468332290649,55.5966682434082,"Amphipoda",31,1,630013,2,25,"Corophium volutator","630013_2014",0.368936381709185,"2014",2.00200004,470,2.00200004,2002000.04,2002.00004
"623",2012,5,25,14.2908334732056,55.6308326721191,"Amphipoda",11,1,630014,2,25,"Bathyporeia pilosa","630014_2012",-0.753271968060326,"2012",0.60599999,220,0.60599999,605999.99,605.99999
"624",2011,5,6,14.2908334732056,55.6308326721191,"Amphipoda",11,1,630015,2,25,"Bathyporeia pilosa","630015_2011",-0.753271968060326,"2011",0.257,70,0.257,257000,257
"625",2013,6,19,14.2908334732056,55.6308326721191,"Amphipoda",11,1,630016,2,25,"Bathyporeia pilosa","630016_2013",-0.753271968060326,"2013",0.023,10,0.023,23000,23
"626",2014,5,27,14.2908334732056,55.6308326721191,"Amphipoda",11,1,630017,2,25,"Monoporeia affinis","630017_2014",-0.753271968060326,"2014",3.28599989,560,3.28599989,3285999.89,3285.99989
"627",2012,5,25,14.3913335800171,55.6199989318848,"Amphipoda",35,1,630018,2,25,"Monoporeia affinis","630018_2012",0.593378051663087,"2012",4.26899999,640,4.26899999,4268999.99,4268.99999
