"","year","month","day","lon","lat","abundance","biomass","species_group","depth","prov_nr","provID","sub_area","SubDiv","taxa","sample_id","depth_scaled","year_f","biomass_g_m2","biomass_g_km2","biomass_kg_km2"
"1825",1999,5,4,16.7096308,56.9162257,10,0.01,"Mytiloida",13,2,688638,4,27,"Mytilus edulis","688638_1999",-0.641051133083375,"1999",0.01,10000,10
"1826",2000,5,4,16.7096308,56.9162257,10,0.27000001,"Mytiloida",13,4,688639,4,27,"Mytilus edulis","688639_2000",-0.641051133083375,"2000",0.27000001,270000.01,270.00001
"1827",1995,4,18,16.7096308,56.9162257,10,0.82000002,"Mytiloida",13,3,688644,4,27,"Mytilus edulis","688644_1995",-0.641051133083375,"1995",0.82000002,820000.02,820.00002
"1828",1995,4,18,16.7096308,56.9162257,20,22.82999992,"Mytiloida",13,4,688645,4,27,"Mytilus edulis","688645_1995",-0.641051133083375,"1995",22.82999992,22829999.92,22829.99992
"1829",1995,4,18,16.7096308,56.9162257,10,0.08,"Mytiloida",13,5,688646,4,27,"Mytilus edulis","688646_1995",-0.641051133083375,"1995",0.08,80000,80
"1830",1995,4,18,16.7096308,56.9162257,10,0.26000001,"Mytiloida",13,2,688647,4,27,"Mytilus edulis","688647_1995",-0.641051133083375,"1995",0.26000001,260000.01,260.00001
"1831",1995,4,18,16.7096308,56.9162257,10,0.01,"Mytiloida",13,1,688648,4,27,"Mytilus edulis","688648_1995",-0.641051133083375,"1995",0.01,10000,10
"1832",1984,5,28,16.7096308,56.9162257,80,12.69999981,"Mytiloida",13,2,688652,4,27,"Mytilus edulis","688652_1984",-0.641051133083375,"1984",12.69999981,12699999.81,12699.99981
"1833",1984,5,28,16.7096308,56.9162257,10,3.89999986,"Mytiloida",13,3,688653,4,27,"Mytilus edulis","688653_1984",-0.641051133083375,"1984",3.89999986,3899999.86,3899.99986
"1834",1984,5,28,16.7096308,56.9162257,200,13.79999995,"Mytiloida",13,5,688654,4,27,"Mytilus edulis","688654_1984",-0.641051133083375,"1984",13.79999995,13799999.95,13799.99995
"1835",1984,5,28,16.7096308,56.9162257,10,0.05,"Mytiloida",13,4,688655,4,27,"Mytilus edulis","688655_1984",-0.641051133083375,"1984",0.05,50000,50
"1836",1984,5,28,16.7096308,56.9162257,20,19.60000038,"Mytiloida",13,1,688656,4,27,"Mytilus edulis","688656_1984",-0.641051133083375,"1984",19.60000038,19600000.38,19600.00038
"1837",1985,5,22,16.7096308,56.9162257,30,5,"Mytiloida",13,5,688657,4,27,"Mytilus edulis","688657_1985",-0.641051133083375,"1985",5,5e+06,5000
"1838",1985,5,22,16.7096308,56.9162257,40,6.99999988,"Mytiloida",13,4,688658,4,27,"Mytilus edulis","688658_1985",-0.641051133083375,"1985",6.99999988,6999999.88,6999.99988
"1839",1985,5,22,16.7096308,56.9162257,10,2.00000003,"Mytiloida",13,3,688659,4,27,"Mytilus edulis","688659_1985",-0.641051133083375,"1985",2.00000003,2000000.03,2000.00003
"1840",1985,5,22,16.7096308,56.9162257,50,10,"Mytiloida",13,1,688661,4,27,"Mytilus edulis","688661_1985",-0.641051133083375,"1985",10,1e+07,10000
"1841",1986,5,30,16.7096308,56.9162257,40,14.50000048,"Mytiloida",13,3,688662,4,27,"Mytilus edulis","688662_1986",-0.641051133083375,"1986",14.50000048,14500000.48,14500.00048
"1842",1986,5,30,16.7096308,56.9162257,250,57.10000038,"Mytiloida",13,1,688663,4,27,"Mytilus edulis","688663_1986",-0.641051133083375,"1986",57.10000038,57100000.38,57100.00038
"1843",1986,5,30,16.7096308,56.9162257,30,12.4000001,"Mytiloida",13,5,688664,4,27,"Mytilus edulis","688664_1986",-0.641051133083375,"1986",12.4000001,12400000.1,12400.0001
"1844",1986,5,30,16.7096308,56.9162257,20,2.19999999,"Mytiloida",13,4,688665,4,27,"Mytilus edulis","688665_1986",-0.641051133083375,"1986",2.19999999,2199999.99,2199.99999
"1845",1986,5,30,16.7096308,56.9162257,20,1.09999999,"Mytiloida",13,2,688666,4,27,"Mytilus edulis","688666_1986",-0.641051133083375,"1986",1.09999999,1099999.99,1099.99999
"1846",1987,6,10,16.7096308,56.9162257,20,14.80000019,"Mytiloida",13,2,688669,4,27,"Mytilus edulis","688669_1987",-0.641051133083375,"1987",14.80000019,14800000.19,14800.00019
"1847",1987,6,10,16.7096308,56.9162257,50,31.19999886,"Mytiloida",13,4,688670,4,27,"Mytilus edulis","688670_1987",-0.641051133083375,"1987",31.19999886,31199998.86,31199.99886
"1848",1988,6,27,16.7096308,56.9162257,20,2.09999993,"Mytiloida",13,2,688672,4,27,"Mytilus edulis","688672_1988",-0.641051133083375,"1988",2.09999993,2099999.93,2099.99993
"1849",1988,6,27,16.7096308,56.9162257,10,0.1,"Mytiloida",13,4,688673,4,27,"Mytilus edulis","688673_1988",-0.641051133083375,"1988",0.1,1e+05,100
"1850",1988,6,27,16.7096308,56.9162257,10,2.80000001,"Mytiloida",13,3,688674,4,27,"Mytilus edulis","688674_1988",-0.641051133083375,"1988",2.80000001,2800000.01,2800.00001
"1851",1988,6,27,16.7096308,56.9162257,60,9.80000019,"Mytiloida",13,1,688675,4,27,"Mytilus edulis","688675_1988",-0.641051133083375,"1988",9.80000019,9800000.19,9800.00019
"1852",1988,6,27,16.7096308,56.9162257,180,13.09999943,"Mytiloida",13,5,688676,4,27,"Mytilus edulis","688676_1988",-0.641051133083375,"1988",13.09999943,13099999.43,13099.99943
"1853",1989,6,13,16.7096308,56.9162257,20,2.5,"Mytiloida",13,3,688677,4,27,"Mytilus edulis","688677_1989",-0.641051133083375,"1989",2.5,2500000,2500
"1854",1989,6,13,16.7096308,56.9162257,10,0.03,"Mytiloida",13,2,688678,4,27,"Mytilus edulis","688678_1989",-0.641051133083375,"1989",0.03,30000,30
"1855",1989,6,13,16.7096308,56.9162257,160,33.90000105,"Mytiloida",13,4,688679,4,27,"Mytilus edulis","688679_1989",-0.641051133083375,"1989",33.90000105,33900001.05,33900.00105
"1856",1989,6,13,16.7096308,56.9162257,10,0.02,"Mytiloida",13,5,688680,4,27,"Mytilus edulis","688680_1989",-0.641051133083375,"1989",0.02,20000,20
"1857",1989,6,13,16.7096308,56.9162257,60,10.80000043,"Mytiloida",13,1,688681,4,27,"Mytilus edulis","688681_1989",-0.641051133083375,"1989",10.80000043,10800000.43,10800.00043
"1858",1990,5,3,16.7096308,56.9162257,50,4.49999988,"Mytiloida",13,3,688682,4,27,"Mytilus edulis","688682_1990",-0.641051133083375,"1990",4.49999988,4499999.88,4499.99988
"1859",1990,5,3,16.7096308,56.9162257,10,3.89999986,"Mytiloida",13,4,688683,4,27,"Mytilus edulis","688683_1990",-0.641051133083375,"1990",3.89999986,3899999.86,3899.99986
"1860",1990,5,3,16.7096308,56.9162257,80,8.39999974,"Mytiloida",13,1,688685,4,27,"Mytilus edulis","688685_1990",-0.641051133083375,"1990",8.39999974,8399999.74,8399.99974
"1861",1990,5,3,16.7096308,56.9162257,20,0.1,"Mytiloida",13,5,688686,4,27,"Mytilus edulis","688686_1990",-0.641051133083375,"1990",0.1,1e+05,100
"1862",1991,4,24,16.7096308,56.9162257,10,0.29999999,"Mytiloida",13,1,688687,4,27,"Mytilus edulis","688687_1991",-0.641051133083375,"1991",0.29999999,299999.99,299.99999
"1863",1991,4,24,16.7096308,56.9162257,10,0.01,"Mytiloida",13,5,688688,4,27,"Mytilus edulis","688688_1991",-0.641051133083375,"1991",0.01,10000,10
"1864",1991,4,24,16.7096308,56.9162257,10,0.01,"Mytiloida",13,3,688689,4,27,"Mytilus edulis","688689_1991",-0.641051133083375,"1991",0.01,10000,10
"1865",1991,4,24,16.7096308,56.9162257,50,4.92000014,"Mytiloida",13,4,688690,4,27,"Mytilus edulis","688690_1991",-0.641051133083375,"1991",4.92000014,4920000.14,4920.00014
"1866",1991,4,24,16.7096308,56.9162257,10,0.01,"Mytiloida",13,2,688691,4,27,"Mytilus edulis","688691_1991",-0.641051133083375,"1991",0.01,10000,10
"1867",1992,5,4,16.7096308,56.9162257,40,23.75,"Mytiloida",13,2,688692,4,27,"Mytilus edulis","688692_1992",-0.641051133083375,"1992",23.75,23750000,23750
"1868",1992,5,4,16.7096308,56.9162257,20,8.41000021,"Mytiloida",13,3,688693,4,27,"Mytilus edulis","688693_1992",-0.641051133083375,"1992",8.41000021,8410000.21,8410.00021
"1869",1992,5,4,16.7096308,56.9162257,10,0.03,"Mytiloida",13,4,688694,4,27,"Mytilus edulis","688694_1992",-0.641051133083375,"1992",0.03,30000,30
"1870",1992,5,4,16.7096308,56.9162257,10,0.06,"Mytiloida",13,1,688695,4,27,"Mytilus edulis","688695_1992",-0.641051133083375,"1992",0.06,60000,60
"1871",1992,5,4,16.7096308,56.9162257,20,7.5,"Mytiloida",13,5,688696,4,27,"Mytilus edulis","688696_1992",-0.641051133083375,"1992",7.5,7500000,7500
"1872",1993,5,3,16.7096308,56.9162257,20,0.12,"Mytiloida",13,1,688698,4,27,"Mytilus edulis","688698_1993",-0.641051133083375,"1993",0.12,120000,120
"1873",1993,5,3,16.7096308,56.9162257,30,0.82000002,"Mytiloida",13,5,688699,4,27,"Mytilus edulis","688699_1993",-0.641051133083375,"1993",0.82000002,820000.02,820.00002
"1874",1993,5,3,16.7096308,56.9162257,30,0.66,"Mytiloida",13,3,688701,4,27,"Mytilus edulis","688701_1993",-0.641051133083375,"1993",0.66,660000,660
"1875",1994,5,2,16.7096308,56.9162257,50,0.48,"Mytiloida",13,3,688702,4,27,"Mytilus edulis","688702_1994",-0.641051133083375,"1994",0.48,480000,480
"1876",1994,5,2,16.7096308,56.9162257,30,1.42000005,"Mytiloida",13,5,688704,4,27,"Mytilus edulis","688704_1994",-0.641051133083375,"1994",1.42000005,1420000.05,1420.00005
"1877",1994,5,2,16.7096308,56.9162257,30,0.05,"Mytiloida",13,2,688706,4,27,"Mytilus edulis","688706_1994",-0.641051133083375,"1994",0.05,50000,50
"1878",2003,6,4,16.7096308,56.9162257,120,12.23999977,"Mytiloida",13,2,688707,4,27,"Mytilus edulis","688707_2003",-0.641051133083375,"2003",12.23999977,12239999.77,12239.99977
"1879",2003,6,4,16.7096308,56.9162257,470,35.46000004,"Mytiloida",13,3,688708,4,27,"Mytilus edulis","688708_2003",-0.641051133083375,"2003",35.46000004,35460000.04,35460.00004
"1880",2004,5,12,16.7096308,56.9162257,10,0.07,"Mytiloida",13,2,688711,4,27,"Mytilus edulis","688711_2004",-0.641051133083375,"2004",0.07,70000,70
"1881",2004,5,12,16.7096308,56.9162257,10,0.67000002,"Mytiloida",13,1,688712,4,27,"Mytilus edulis","688712_2004",-0.641051133083375,"2004",0.67000002,670000.02,670.00002
"1882",2005,6,16,16.7096308,56.9162257,250,190.6699944,"Mytiloida",13,2,688713,4,27,"Mytilus edulis","688713_2005",-0.641051133083375,"2005",190.6699944,190669994.4,190669.9944
"1883",2005,6,16,16.7096308,56.9162257,20,6.81999981,"Mytiloida",13,3,688714,4,27,"Mytilus edulis","688714_2005",-0.641051133083375,"2005",6.81999981,6819999.81,6819.99981
"1884",2005,6,16,16.7096308,56.9162257,1840,1165.510025,"Mytiloida",13,1,688715,4,27,"Mytilus edulis","688715_2005",-0.641051133083375,"2005",1165.510025,1165510025,1165510.025
"1885",2006,5,17,16.7096308,56.9162257,1090,200.6800079,"Mytiloida",13,2,688716,4,27,"Mytilus edulis","688716_2006",-0.641051133083375,"2006",200.6800079,200680007.9,200680.0079
"1886",2007,5,31,16.7096308,56.9162257,20,0.25599999,"Mytiloida",13,2,688720,4,27,"Mytilus edulis","688720_2007",-0.641051133083375,"2007",0.25599999,255999.99,255.99999
"1887",2007,5,31,16.7096308,56.9162257,20,1.80999994,"Mytiloida",13,3,688721,4,27,"Mytilus edulis","688721_2007",-0.641051133083375,"2007",1.80999994,1809999.94,1809.99994
"1888",1998,5,11,16.5988330841064,57.6036682128906,10,0.03,"Mytiloida",0,3,688739,4,27,"Mytilus edulis","688739_1998",-1.37048656043356,"1998",0.03,30000,30
"1889",1995,4,24,16.5133323669434,57.1283340454102,680,70.66999912,"Mytiloida",0,1,688791,4,27,"Mytilus edulis","688791_1995",-1.37048656043356,"1995",70.66999912,70669999.12,70669.99912
"1890",1995,4,24,16.5133323669434,57.1283340454102,740,47.69999981,"Mytiloida",0,3,688792,4,27,"Mytilus edulis","688792_1995",-1.37048656043356,"1995",47.69999981,47699999.81,47699.99981
"1891",1995,4,24,16.5133323669434,57.1283340454102,780,57.5,"Mytiloida",0,2,688793,4,27,"Mytilus edulis","688793_1995",-1.37048656043356,"1995",57.5,57500000,57500
"1892",1995,4,24,16.5133323669434,57.1283340454102,640,46.84999943,"Mytiloida",0,5,688794,4,27,"Mytilus edulis","688794_1995",-1.37048656043356,"1995",46.84999943,46849999.43,46849.99943
"1893",1995,4,24,16.5133323669434,57.1283340454102,440,24.67999935,"Mytiloida",0,4,688795,4,27,"Mytilus edulis","688795_1995",-1.37048656043356,"1995",24.67999935,24679999.35,24679.99935
"1894",1995,4,24,16.5429992675781,57.1248321533203,10,0.03,"Mytiloida",19,1,688800,4,27,"Mytilus edulis","688800_1995",-0.304388628152522,"1995",0.03,30000,30
"1895",1996,4,28,16.5429992675781,57.1248321533203,50,53.61999989,"Mytiloida",19,3,688802,4,27,"Mytilus edulis","688802_1996",-0.304388628152522,"1996",53.61999989,53619999.89,53619.99989
"1896",1996,4,28,16.5429992675781,57.1248321533203,40,0.12,"Mytiloida",19,1,688803,4,27,"Mytilus edulis","688803_1996",-0.304388628152522,"1996",0.12,120000,120
"1897",1997,4,28,16.5133323669434,57.1283340454102,10,0.50000001,"Mytiloida",0,4,688808,4,27,"Mytilus edulis","688808_1997",-1.37048656043356,"1997",0.50000001,500000.01,500.00001
"1898",1997,4,28,16.5133323669434,57.1283340454102,20,0.07,"Mytiloida",0,2,688809,4,27,"Mytilus edulis","688809_1997",-1.37048656043356,"1997",0.07,70000,70
"1899",1997,4,28,16.5133323669434,57.1283340454102,30,9.99000013,"Mytiloida",0,3,688810,4,27,"Mytilus edulis","688810_1997",-1.37048656043356,"1997",9.99000013,9990000.13,9990.00013
"1900",1998,5,6,16.5133323669434,57.1283340454102,10,0.35999998,"Mytiloida",0,2,688815,4,27,"Mytilus edulis","688815_1998",-1.37048656043356,"1998",0.35999998,359999.98,359.99998
"1901",1999,5,10,16.5133323669434,57.1283340454102,100,21.5199995,"Mytiloida",0,1,688816,4,27,"Mytilus edulis","688816_1999",-1.37048656043356,"1999",21.5199995,21519999.5,21519.9995
"1902",1999,5,10,16.5133323669434,57.1283340454102,30,2.34999999,"Mytiloida",0,2,688817,4,27,"Mytilus edulis","688817_1999",-1.37048656043356,"1999",2.34999999,2349999.99,2349.99999
"1903",1999,5,10,16.5133323669434,57.1283340454102,10,2.38000005,"Mytiloida",0,3,688818,4,27,"Mytilus edulis","688818_1999",-1.37048656043356,"1999",2.38000005,2380000.05,2380.00005
"1904",2000,5,12,16.5133323669434,57.1283340454102,50,29.86000061,"Mytiloida",0,2,688820,4,27,"Mytilus edulis","688820_2000",-1.37048656043356,"2000",29.86000061,29860000.61,29860.00061
"1905",2000,5,12,16.5133323669434,57.1283340454102,30,5.49000025,"Mytiloida",0,4,688821,4,27,"Mytilus edulis","688821_2000",-1.37048656043356,"2000",5.49000025,5490000.25,5490.00025
"1906",2000,5,12,16.5133323669434,57.1283340454102,30,1.82999998,"Mytiloida",0,5,688822,4,27,"Mytilus edulis","688822_2000",-1.37048656043356,"2000",1.82999998,1829999.98,1829.99998
"1907",2000,5,12,16.5133323669434,57.1283340454102,20,6.48999989,"Mytiloida",0,1,688823,4,27,"Mytilus edulis","688823_2000",-1.37048656043356,"2000",6.48999989,6489999.89,6489.99989
"1908",1997,4,25,16.4941673278809,56.896167755127,20,1.81999996,"Mytiloida",0,1,688863,4,27,"Mytilus edulis","688863_1997",-1.37048656043356,"1997",1.81999996,1819999.96,1819.99996
"1909",1997,4,25,16.4941673278809,56.896167755127,10,0.03,"Mytiloida",0,3,688864,4,27,"Mytilus edulis","688864_1997",-1.37048656043356,"1997",0.03,30000,30
"1910",1997,4,25,16.4941673278809,56.896167755127,10,0.23,"Mytiloida",0,2,688867,4,27,"Mytilus edulis","688867_1997",-1.37048656043356,"1997",0.23,230000,230
"1911",1998,4,27,16.4941673278809,56.896167755127,70,35.88000059,"Mytiloida",0,3,688868,4,27,"Mytilus edulis","688868_1998",-1.37048656043356,"1998",35.88000059,35880000.59,35880.00059
"1912",1998,4,20,16.1229991912842,56.4356651306152,10,0.15,"Mytiloida",0,5,688952,4,25,"Mytilus edulis","688952_1998",-1.37048656043356,"1998",0.15,150000,150
"1913",1999,4,26,16.1229991912842,56.4356651306152,10,0.02,"Mytiloida",0,2,688953,4,25,"Mytilus edulis","688953_1999",-1.37048656043356,"1999",0.02,20000,20
"1914",1994,5,4,16.5200322,57.1900587,350,10.31999946,"Mytiloida",0,1,688966,4,27,"Mytilus edulis","688966_1994",-1.37048656043356,"1994",10.31999946,10319999.46,10319.99946
"1915",1994,5,4,16.5200322,57.1900587,180,7.82000005,"Mytiloida",0,3,688967,4,27,"Mytilus edulis","688967_1994",-1.37048656043356,"1994",7.82000005,7820000.05,7820.00005
"1916",1994,5,4,16.5200322,57.1900587,510,14.30999994,"Mytiloida",0,2,688968,4,27,"Mytilus edulis","688968_1994",-1.37048656043356,"1994",14.30999994,14309999.94,14309.99994
"1917",1989,5,23,16.5072003,57.1621614,20,3.60000014,"Mytiloida",33,3,688994,4,27,"Mytilus edulis","688994_1989",0.481157216686136,"1989",3.60000014,3600000.14,3600.00014
"1918",1989,5,23,16.5072003,57.1621614,40,2.30000004,"Mytiloida",33,4,688995,4,27,"Mytilus edulis","688995_1989",0.481157216686136,"1989",2.30000004,2300000.04,2300.00004
"1919",1989,5,23,16.5072003,57.1621614,10,0.59999999,"Mytiloida",33,1,688997,4,27,"Mytilus edulis","688997_1989",0.481157216686136,"1989",0.59999999,599999.99,599.99999
"1920",1989,5,23,16.5072003,57.1621614,40,0.29999999,"Mytiloida",33,5,688998,4,27,"Mytilus edulis","688998_1989",0.481157216686136,"1989",0.29999999,299999.99,299.99999
"1921",1994,5,4,16.4830548,57.156764,10,0.02,"Mytiloida",20,2,689068,4,27,"Mytilus edulis","689068_1994",-0.248278210664046,"1994",0.02,20000,20
"1922",1994,5,4,16.5166833,57.1310488,380,54.53000069,"Mytiloida",15,2,689071,4,27,"Mytilus edulis","689071_1994",-0.528830298106424,"1994",54.53000069,54530000.69,54530.00069
"1923",1994,5,4,16.5166833,57.1310488,700,68.81000042,"Mytiloida",15,1,689072,4,27,"Mytilus edulis","689072_1994",-0.528830298106424,"1994",68.81000042,68810000.42,68810.00042
"1924",1994,5,4,16.5166833,57.1310488,710,80.29000282,"Mytiloida",15,3,689073,4,27,"Mytilus edulis","689073_1994",-0.528830298106424,"1994",80.29000282,80290002.82,80290.00282
"1925",1999,5,26,16.5604839324951,57.3686332702637,10,0.01,"Mytiloida",51,1,689090,4,27,"Mytilus edulis","689090_1999",1.4911447314787,"1999",0.01,10000,10
"1926",1999,5,26,16.5604839324951,57.3686332702637,50,0.08,"Mytiloida",51,2,689093,4,27,"Mytilus edulis","689093_1999",1.4911447314787,"1999",0.08,80000,80
"1927",1999,5,26,16.5604839324951,57.3686332702637,10,0.16000001,"Mytiloida",51,5,689094,4,27,"Mytilus edulis","689094_1999",1.4911447314787,"1999",0.16000001,160000.01,160.00001
"1928",2002,5,30,16.5604839324951,57.3686332702637,50,0.71000002,"Mytiloida",51,2,689106,4,27,"Mytilus edulis","689106_2002",1.4911447314787,"2002",0.71000002,710000.02,710.00002
"1929",2004,5,5,16.5604839324951,57.3686332702637,20,0.17000001,"Mytiloida",51,1,689166,4,27,"Mytilus edulis","689166_2004",1.4911447314787,"2004",0.17000001,170000.01,170.00001
"1930",2002,5,30,16.5703163146973,57.367015838623,10,0.08,"Mytiloida",27,3,689211,4,27,"Mytilus edulis","689211_2002",0.144494711755283,"2002",0.08,80000,80
"1931",1996,5,9,16.5916122,57.9495141,40,1.04000002,"Mytiloida",82,2,689294,4,27,"Mytilus edulis","689294_1996",3.23056767362144,"1996",1.04000002,1040000.02,1040.00002
"1932",1999,5,20,16.5916122,57.9495141,10,0.01,"Mytiloida",82,2,689307,4,27,"Mytilus edulis","689307_1999",3.23056767362144,"1999",0.01,10000,10
"1933",1998,5,12,16.5502982,57.5771955,10,0.32000002,"Mytiloida",31,5,689368,4,27,"Mytilus edulis","689368_1998",0.368936381709185,"1998",0.32000002,320000.02,320.00002
"1934",1999,5,18,16.5502982,57.5771955,10,0.05,"Mytiloida",31,2,689369,4,27,"Mytilus edulis","689369_1999",0.368936381709185,"1999",0.05,50000,50
"1935",1999,5,18,16.5502982,57.5771955,10,0.01,"Mytiloida",31,4,689370,4,27,"Mytilus edulis","689370_1999",0.368936381709185,"1999",0.01,10000,10
"1936",1999,5,18,16.5502982,57.5771955,10,0.01,"Mytiloida",31,5,689373,4,27,"Mytilus edulis","689373_1999",0.368936381709185,"1999",0.01,10000,10
"1937",1995,4,26,16.5642119,57.5890274,20,0.35,"Mytiloida",46,5,689387,4,27,"Mytilus edulis","689387_1995",1.21059264403632,"1995",0.35,350000,350
"1938",1988,6,21,16.6597074,57.8134003,260,28.39999914,"Mytiloida",0,2,689423,4,27,"Mytilus edulis","689423_1988",-1.37048656043356,"1988",28.39999914,28399999.14,28399.99914
"1939",1988,6,21,16.6597074,57.8134003,110,34.9000001,"Mytiloida",0,3,689424,4,27,"Mytilus edulis","689424_1988",-1.37048656043356,"1988",34.9000001,34900000.1,34900.0001
"1940",1995,4,11,16.3782329559326,56.6311340332031,20,24.36000109,"Mytiloida",9,4,689456,4,27,"Mytilus edulis","689456_1995",-0.865492803037277,"1995",24.36000109,24360001.09,24360.00109
"1941",1996,4,23,16.3782329559326,56.6311340332031,10,0.50000001,"Mytiloida",9,3,689457,4,27,"Mytilus edulis","689457_1996",-0.865492803037277,"1996",0.50000001,500000.01,500.00001
"1942",1997,4,23,16.3782329559326,56.6311340332031,10,0.02,"Mytiloida",9,5,689463,4,27,"Mytilus edulis","689463_1997",-0.865492803037277,"1997",0.02,20000,20
"1943",1998,4,23,16.3782329559326,56.6311340332031,20,1.12000003,"Mytiloida",9,5,689467,4,27,"Mytilus edulis","689467_1998",-0.865492803037277,"1998",1.12000003,1120000.03,1120.00003
"1944",1998,4,23,16.3782329559326,56.6311340332031,10,0.59,"Mytiloida",9,3,689470,4,27,"Mytilus edulis","689470_1998",-0.865492803037277,"1998",0.59,590000,590
"1945",2000,4,27,16.3782329559326,56.6311340332031,20,0.07,"Mytiloida",9,3,689480,4,27,"Mytilus edulis","689480_2000",-0.865492803037277,"2000",0.07,70000,70
"1946",2002,5,14,16.3782329559326,56.6311340332031,180,84.75000381,"Mytiloida",9,2,689482,4,27,"Mytilus edulis","689482_2002",-0.865492803037277,"2002",84.75000381,84750003.81,84750.00381
"1947",2002,5,14,16.3782329559326,56.6311340332031,100,71.98999882,"Mytiloida",9,3,689483,4,27,"Mytilus edulis","689483_2002",-0.865492803037277,"2002",71.98999882,71989998.82,71989.99882
"1948",1986,5,18,16.3782329559326,56.6311340332031,10,9.49999988,"Mytiloida",9,3,689492,4,27,"Mytilus edulis","689492_1986",-0.865492803037277,"1986",9.49999988,9499999.88,9499.99988
"1949",1990,5,17,16.3782329559326,56.6311340332031,10,0.04,"Mytiloida",9,3,689510,4,27,"Mytilus edulis","689510_1990",-0.865492803037277,"1990",0.04,40000,40
"1950",1991,6,13,16.3782329559326,56.6311340332031,10,0.01,"Mytiloida",9,2,689515,4,27,"Mytilus edulis","689515_1991",-0.865492803037277,"1991",0.01,10000,10
"1951",1991,6,13,16.3782329559326,56.6311340332031,10,0.03,"Mytiloida",9,4,689517,4,27,"Mytilus edulis","689517_1991",-0.865492803037277,"1991",0.03,30000,30
"1952",1991,6,13,16.3782329559326,56.6311340332031,10,0.15,"Mytiloida",9,1,689519,4,27,"Mytilus edulis","689519_1991",-0.865492803037277,"1991",0.15,150000,150
"1953",1992,5,19,16.3782329559326,56.6311340332031,20,2.37000003,"Mytiloida",9,1,689521,4,27,"Mytilus edulis","689521_1992",-0.865492803037277,"1992",2.37000003,2370000.03,2370.00003
"1954",1992,5,19,16.3782329559326,56.6311340332031,20,1.38999999,"Mytiloida",9,5,689522,4,27,"Mytilus edulis","689522_1992",-0.865492803037277,"1992",1.38999999,1389999.99,1389.99999
"1955",1993,4,13,16.3782329559326,56.6311340332031,10,0.71000002,"Mytiloida",9,5,689526,4,27,"Mytilus edulis","689526_1993",-0.865492803037277,"1993",0.71000002,710000.02,710.00002
"1956",1994,4,28,16.3782329559326,56.6311340332031,10,0.04,"Mytiloida",9,4,689530,4,27,"Mytilus edulis","689530_1994",-0.865492803037277,"1994",0.04,40000,40
"1957",1994,4,28,16.3782329559326,56.6311340332031,10,0.03,"Mytiloida",9,2,689532,4,27,"Mytilus edulis","689532_1994",-0.865492803037277,"1994",0.03,30000,30
"1958",1994,4,28,16.3782329559326,56.6311340332031,60,55.63000202,"Mytiloida",9,5,689533,4,27,"Mytilus edulis","689533_1994",-0.865492803037277,"1994",55.63000202,55630002.02,55630.00202
"1959",2005,5,19,16.3782329559326,56.6311340332031,10,0.17000001,"Mytiloida",9,2,689541,4,27,"Mytilus edulis","689541_2005",-0.865492803037277,"2005",0.17000001,170000.01,170.00001
"1960",2006,5,9,16.3782329559326,56.6311340332031,10,0.25,"Mytiloida",9,3,689546,4,27,"Mytilus edulis","689546_2006",-0.865492803037277,"2006",0.25,250000,250
"1961",2001,5,8,16.3484325408936,56.6290016174316,20,0.23,"Mytiloida",1,1,689551,4,27,"Mytilus edulis","689551_2001",-1.31437614294508,"2001",0.23,230000,230
"1962",1995,4,11,16.3484325408936,56.6290016174316,10,1.43000007,"Mytiloida",1,3,689553,4,27,"Mytilus edulis","689553_1995",-1.31437614294508,"1995",1.43000007,1430000.07,1430.00007
"1963",1995,4,11,16.3484325408936,56.6290016174316,10,2.46000007,"Mytiloida",1,2,689555,4,27,"Mytilus edulis","689555_1995",-1.31437614294508,"1995",2.46000007,2460000.07,2460.00007
"1964",1995,4,11,16.3484325408936,56.6290016174316,20,14.1900003,"Mytiloida",1,4,689556,4,27,"Mytilus edulis","689556_1995",-1.31437614294508,"1995",14.1900003,14190000.3,14190.0003
"1965",1995,4,11,16.3484325408936,56.6290016174316,20,7.5,"Mytiloida",1,1,689557,4,27,"Mytilus edulis","689557_1995",-1.31437614294508,"1995",7.5,7500000,7500
"1966",1996,4,23,16.3484325408936,56.6290016174316,10,0.01,"Mytiloida",1,1,689559,4,27,"Mytilus edulis","689559_1996",-1.31437614294508,"1996",0.01,10000,10
"1967",1997,4,23,16.3484325408936,56.6290016174316,10,0.52999999,"Mytiloida",1,3,689565,4,27,"Mytilus edulis","689565_1997",-1.31437614294508,"1997",0.52999999,529999.99,529.99999
"1968",1997,4,23,16.3484325408936,56.6290016174316,10,0.04,"Mytiloida",1,4,689566,4,27,"Mytilus edulis","689566_1997",-1.31437614294508,"1997",0.04,40000,40
"1969",1998,4,21,16.3484325408936,56.6290016174316,20,11.21000051,"Mytiloida",1,1,689568,4,27,"Mytilus edulis","689568_1998",-1.31437614294508,"1998",11.21000051,11210000.51,11210.00051
"1970",1998,4,21,16.3484325408936,56.6290016174316,30,0.09,"Mytiloida",1,4,689571,4,27,"Mytilus edulis","689571_1998",-1.31437614294508,"1998",0.09,90000,90
"1971",1999,4,27,16.3484325408936,56.6290016174316,10,0.50000001,"Mytiloida",1,3,689573,4,27,"Mytilus edulis","689573_1999",-1.31437614294508,"1999",0.50000001,500000.01,500.00001
