"","year","month","day","lon","lat","abundance","biomass","species_group","depth","prov_nr","provID","sub_area","taxa","sample_id","depth_scaled","year_f","biomass_g_m2","biomass_g_km2","biomass_kg_km2"
"349",1994,5,15,13.0249996185303,55.3699989318848,40,4.44000006,"Limecola balthica",13,2,18702,24,"Limecola balthica","18702_1994",-0.641051133083375,"1994",4.44000006,4440000.06,4440.00006
"350",1996,5,15,13.0249996185303,55.3699989318848,90,26.73000097,"Limecola balthica",13,5,18703,24,"Limecola balthica","18703_1996",-0.641051133083375,"1996",26.73000097,26730000.97,26730.00097
"351",1996,5,15,13.0249996185303,55.3699989318848,140,34.44999933,"Limecola balthica",13,4,18704,24,"Limecola balthica","18704_1996",-0.641051133083375,"1996",34.44999933,34449999.33,34449.99933
"352",1996,5,15,13.0249996185303,55.3699989318848,140,7.68000007,"Limecola balthica",13,3,18705,24,"Limecola balthica","18705_1996",-0.641051133083375,"1996",7.68000007,7680000.07,7680.00007
"353",1994,5,15,13.0249996185303,55.3699989318848,110,6.39999986,"Limecola balthica",13,4,18706,24,"Limecola balthica","18706_1994",-0.641051133083375,"1994",6.39999986,6399999.86,6399.99986
"354",1996,5,15,13.0249996185303,55.3699989318848,150,14.70000029,"Limecola balthica",13,1,18707,24,"Limecola balthica","18707_1996",-0.641051133083375,"1996",14.70000029,14700000.29,14700.00029
"355",1995,5,15,13.0249996185303,55.3699989318848,80,14.70000029,"Limecola balthica",13,4,18708,24,"Limecola balthica","18708_1995",-0.641051133083375,"1995",14.70000029,14700000.29,14700.00029
"356",1995,5,15,13.0249996185303,55.3699989318848,30,4.65999991,"Limecola balthica",13,2,18710,24,"Limecola balthica","18710_1995",-0.641051133083375,"1995",4.65999991,4659999.91,4659.99991
"357",1994,5,15,13.0249996185303,55.3699989318848,270,34.51999903,"Limecola balthica",13,5,18711,24,"Limecola balthica","18711_1994",-0.641051133083375,"1994",34.51999903,34519999.03,34519.99903
"358",1994,5,15,13.0249996185303,55.3699989318848,100,21.11000061,"Limecola balthica",13,3,18712,24,"Limecola balthica","18712_1994",-0.641051133083375,"1994",21.11000061,21110000.61,21110.00061
"359",1996,5,15,13.0249996185303,55.3699989318848,280,11.11999989,"Limecola balthica",13,2,18713,24,"Limecola balthica","18713_1996",-0.641051133083375,"1996",11.11999989,11119999.89,11119.99989
"360",1994,5,15,13.7883329391479,55.3266677856445,980,46.5199995,"Limecola balthica",28,3,18714,24,"Limecola balthica","18714_1994",0.200605129243758,"1994",46.5199995,46519999.5,46519.9995
"361",1995,5,15,13.7883329391479,55.3266677856445,1010,46.83000088,"Limecola balthica",28,4,18715,24,"Limecola balthica","18715_1995",0.200605129243758,"1995",46.83000088,46830000.88,46830.00088
"362",1995,5,15,13.7883329391479,55.3266677856445,1000,41.19999886,"Limecola balthica",28,3,18716,24,"Limecola balthica","18716_1995",0.200605129243758,"1995",41.19999886,41199998.86,41199.99886
"363",1995,5,15,13.7883329391479,55.3266677856445,910,67.63999939,"Limecola balthica",28,2,18717,24,"Limecola balthica","18717_1995",0.200605129243758,"1995",67.63999939,67639999.39,67639.99939
"364",1995,5,15,13.7883329391479,55.3266677856445,970,91.52000427,"Limecola balthica",28,5,18718,24,"Limecola balthica","18718_1995",0.200605129243758,"1995",91.52000427,91520004.27,91520.00427
"365",1995,5,15,13.7883329391479,55.3266677856445,770,71.9299984,"Limecola balthica",28,1,18719,24,"Limecola balthica","18719_1995",0.200605129243758,"1995",71.9299984,71929998.4,71929.9984
"366",1994,5,15,13.7883329391479,55.3266677856445,1050,46.75000191,"Limecola balthica",28,2,18720,24,"Limecola balthica","18720_1994",0.200605129243758,"1994",46.75000191,46750001.91,46750.00191
"367",1994,5,15,13.7883329391479,55.3266677856445,620,39.10000086,"Limecola balthica",28,1,18721,24,"Limecola balthica","18721_1994",0.200605129243758,"1994",39.10000086,39100000.86,39100.00086
"368",1994,5,15,13.7883329391479,55.3266677856445,610,12.84000039,"Limecola balthica",28,4,18722,24,"Limecola balthica","18722_1994",0.200605129243758,"1994",12.84000039,12840000.39,12840.00039
"369",1994,5,15,13.7883329391479,55.3266677856445,1130,43.09999943,"Limecola balthica",28,5,18723,24,"Limecola balthica","18723_1994",0.200605129243758,"1994",43.09999943,43099999.43,43099.99943
"370",1994,5,15,13.3333330154419,55.2333335876465,230,12.63000011,"Limecola balthica",34,3,18724,24,"Limecola balthica","18724_1994",0.537267634174611,"1994",12.63000011,12630000.11,12630.00011
"371",1995,5,15,13.3333330154419,55.2333335876465,50,7.55999982,"Limecola balthica",34,5,18725,24,"Limecola balthica","18725_1995",0.537267634174611,"1995",7.55999982,7559999.82,7559.99982
"372",1995,5,15,13.3333330154419,55.2333335876465,100,26.19999886,"Limecola balthica",34,4,18726,24,"Limecola balthica","18726_1995",0.537267634174611,"1995",26.19999886,26199998.86,26199.99886
"373",1995,5,15,13.3333330154419,55.2333335876465,70,12.4000001,"Limecola balthica",34,3,18727,24,"Limecola balthica","18727_1995",0.537267634174611,"1995",12.4000001,12400000.1,12400.0001
"374",1995,5,15,13.3333330154419,55.2333335876465,180,48.69999886,"Limecola balthica",34,2,18728,24,"Limecola balthica","18728_1995",0.537267634174611,"1995",48.69999886,48699998.86,48699.99886
"375",1995,5,15,13.3333330154419,55.2333335876465,120,32.00000048,"Limecola balthica",34,1,18729,24,"Limecola balthica","18729_1995",0.537267634174611,"1995",32.00000048,32000000.48,32000.00048
"376",1994,5,15,13.3333330154419,55.2333335876465,390,19.62000012,"Limecola balthica",34,4,18730,24,"Limecola balthica","18730_1994",0.537267634174611,"1994",19.62000012,19620000.12,19620.00012
"377",1994,5,15,13.3333330154419,55.2333335876465,90,12.74000049,"Limecola balthica",34,2,18731,24,"Limecola balthica","18731_1994",0.537267634174611,"1994",12.74000049,12740000.49,12740.00049
"378",1994,5,15,13.3333330154419,55.2333335876465,150,13.86999965,"Limecola balthica",34,1,18732,24,"Limecola balthica","18732_1994",0.537267634174611,"1994",13.86999965,13869999.65,13869.99965
"379",1994,5,15,13.3333330154419,55.2333335876465,190,9.07999992,"Limecola balthica",34,5,18733,24,"Limecola balthica","18733_1994",0.537267634174611,"1994",9.07999992,9079999.92,9079.99992
"380",2011,5,4,14.93531665802,56.0761666695277,110,25.69600105,"Limecola balthica",31,1,478452,25,"Limecola balthica","478452_2011",0.368936381709185,"2011",25.69600105,25696001.05,25696.00105
"381",2011,5,4,14.93531665802,56.0761666695277,140,35.35300016,"Limecola balthica",31,2,478453,25,"Limecola balthica","478453_2011",0.368936381709185,"2011",35.35300016,35353000.16,35353.00016
"382",2011,5,4,14.93531665802,56.0761666695277,60,18.43600035,"Limecola balthica",31,3,478454,25,"Limecola balthica","478454_2011",0.368936381709185,"2011",18.43600035,18436000.35,18436.00035
"383",2011,5,4,15.0626666665077,56.1676666736603,370,95.35300255,"Limecola balthica",4,1,478455,25,"Limecola balthica","478455_2011",-1.14604489047965,"2011",95.35300255,95353002.55,95353.00255
"384",2011,5,4,15.0626666665077,56.1676666736603,300,69.26400185,"Limecola balthica",4,2,478456,25,"Limecola balthica","478456_2011",-1.14604489047965,"2011",69.26400185,69264001.85,69264.00185
"385",2011,5,4,15.0626666665077,56.1676666736603,470,96.59099579,"Limecola balthica",4,3,478457,25,"Limecola balthica","478457_2011",-1.14604489047965,"2011",96.59099579,96590995.79,96590.99579
"386",2011,5,3,15.1609833399455,56.1083333333333,300,44.80199814,"Limecola balthica",25,1,478458,25,"Limecola balthica","478458_2011",0.0322738767783314,"2011",44.80199814,44801998.14,44801.99814
"387",2011,5,3,15.1609833399455,56.1083333333333,330,70.92700005,"Limecola balthica",25,2,478459,25,"Limecola balthica","478459_2011",0.0322738767783314,"2011",70.92700005,70927000.05,70927.00005
"388",2011,5,3,15.1609833399455,56.1083333333333,300,71.56000137,"Limecola balthica",25,3,478460,25,"Limecola balthica","478460_2011",0.0322738767783314,"2011",71.56000137,71560001.37,71560.00137
"389",2011,5,2,15.5119833310445,56.1193333307902,360,42.39600182,"Limecola balthica",9,1,478461,25,"Limecola balthica","478461_2011",-0.865492803037277,"2011",42.39600182,42396001.82,42396.00182
"390",2011,5,2,15.5119833310445,56.1193333307902,340,33.16200018,"Limecola balthica",9,2,478462,25,"Limecola balthica","478462_2011",-0.865492803037277,"2011",33.16200018,33162000.18,33162.00018
"391",2011,5,2,15.5119833310445,56.1193333307902,390,40.13000011,"Limecola balthica",9,3,478463,25,"Limecola balthica","478463_2011",-0.865492803037277,"2011",40.13000011,40130000.11,40130.00011
"392",2011,5,2,15.6088333129883,56.15,190,48.07700157,"Limecola balthica",50,1,478464,25,"Limecola balthica","478464_2011",1.43503431399022,"2011",48.07700157,48077001.57,48077.00157
"393",2011,5,2,15.6088333129883,56.15,110,35.3309989,"Limecola balthica",50,2,478465,25,"Limecola balthica","478465_2011",1.43503431399022,"2011",35.3309989,35330998.9,35330.9989
"394",2011,5,2,15.6088333129883,56.15,140,32.00400114,"Limecola balthica",50,3,478466,25,"Limecola balthica","478466_2011",1.43503431399022,"2011",32.00400114,32004001.14,32004.00114
"395",2011,5,3,15.6881500244141,56.1230000019074,350,42.4849987,"Limecola balthica",9,1,478467,25,"Limecola balthica","478467_2011",-0.865492803037277,"2011",42.4849987,42484998.7,42484.9987
"396",2011,5,3,15.6881500244141,56.1230000019074,480,24.68600035,"Limecola balthica",9,2,478468,25,"Limecola balthica","478468_2011",-0.865492803037277,"2011",24.68600035,24686000.35,24686.00035
"397",2011,5,3,15.6881500244141,56.1230000019074,520,27.53799915,"Limecola balthica",9,3,478469,25,"Limecola balthica","478469_2011",-0.865492803037277,"2011",27.53799915,27537999.15,27537.99915
"398",2011,5,4,14.8221499760946,56.1471666653951,280,33.41599941,"Limecola balthica",20,1,478470,25,"Limecola balthica","478470_2011",-0.248278210664046,"2011",33.41599941,33415999.41,33415.99941
"399",2011,5,4,14.8221499760946,56.1471666653951,470,57.69800186,"Limecola balthica",20,2,478471,25,"Limecola balthica","478471_2011",-0.248278210664046,"2011",57.69800186,57698001.86,57698.00186
"400",2011,5,4,14.8221499760946,56.1471666653951,420,42.68700123,"Limecola balthica",20,3,478472,25,"Limecola balthica","478472_2011",-0.248278210664046,"2011",42.68700123,42687001.23,42687.00123
"401",2011,5,2,15.5996666590373,56.1335000038147,530,135.5589962,"Limecola balthica",34,1,478473,25,"Limecola balthica","478473_2011",0.537267634174611,"2011",135.5589962,135558996.2,135558.9962
"402",2011,5,2,15.5996666590373,56.1335000038147,600,140.8950043,"Limecola balthica",34,2,478474,25,"Limecola balthica","478474_2011",0.537267634174611,"2011",140.8950043,140895004.3,140895.0043
"403",2011,5,2,15.5996666590373,56.1335000038147,530,142.0960045,"Limecola balthica",34,3,478475,25,"Limecola balthica","478475_2011",0.537267634174611,"2011",142.0960045,142096004.5,142096.0045
"404",2011,5,5,14.5353666941325,55.9664000193278,70,1.02399997,"Limecola balthica",3,1,478476,25,"Limecola balthica","478476_2011",-1.20215530796813,"2011",1.02399997,1023999.97,1023.99997
"405",2011,5,5,14.5353666941325,55.9664000193278,100,9.21899974,"Limecola balthica",3,2,478477,25,"Limecola balthica","478477_2011",-1.20215530796813,"2011",9.21899974,9218999.74,9218.99974
"406",2011,5,5,14.5353666941325,55.9664000193278,80,1.373,"Limecola balthica",3,3,478478,25,"Limecola balthica","478478_2011",-1.20215530796813,"2011",1.373,1373000,1373
"407",2011,5,5,14.2775499979655,55.8665999730428,20,0.38800001,"Limecola balthica",18,1,478479,25,"Limecola balthica","478479_2011",-0.360499045640997,"2011",0.38800001,388000.01,388.00001
"408",2011,5,5,14.2775499979655,55.8665999730428,50,16.02100015,"Limecola balthica",18,2,478480,25,"Limecola balthica","478480_2011",-0.360499045640997,"2011",16.02100015,16021000.15,16021.00015
"409",2011,5,5,14.2775499979655,55.8665999730428,30,0.44100001,"Limecola balthica",18,3,478481,25,"Limecola balthica","478481_2011",-0.360499045640997,"2011",0.44100001,441000.01,441.00001
"410",2011,5,4,14.8906666437785,56.1416666666667,780,79.62800026,"Limecola balthica",17,1,478487,25,"Limecola balthica","478487_2011",-0.416609463129473,"2011",79.62800026,79628000.26,79628.00026
"411",2011,5,4,14.8906666437785,56.1416666666667,720,59.36399937,"Limecola balthica",17,2,478488,25,"Limecola balthica","478488_2011",-0.416609463129473,"2011",59.36399937,59363999.37,59363.99937
"412",2011,5,4,14.8906666437785,56.1416666666667,680,91.3599968,"Limecola balthica",17,3,478489,25,"Limecola balthica","478489_2011",-0.416609463129473,"2011",91.3599968,91359996.8,91359.9968
"413",2011,5,5,14.5793333053589,56.0283333341281,730,24.80400085,"Limecola balthica",32,1,478490,25,"Limecola balthica","478490_2011",0.42504679919766,"2011",24.80400085,24804000.85,24804.00085
"414",2011,5,5,14.5793333053589,56.0283333341281,3260,30.84199905,"Limecola balthica",32,2,478491,25,"Limecola balthica","478491_2011",0.42504679919766,"2011",30.84199905,30841999.05,30841.99905
"415",2011,5,5,14.5793333053589,56.0283333341281,590,29.04999971,"Limecola balthica",32,3,478492,25,"Limecola balthica","478492_2011",0.42504679919766,"2011",29.04999971,29049999.71,29049.99971
"416",2011,5,4,14.7868333180745,56.1178333361944,240,35.40999889,"Limecola balthica",36,1,478493,25,"Limecola balthica","478493_2011",0.649488469151562,"2011",35.40999889,35409998.89,35409.99889
"417",2011,5,4,14.7868333180745,56.1178333361944,230,33.13699961,"Limecola balthica",36,2,478494,25,"Limecola balthica","478494_2011",0.649488469151562,"2011",33.13699961,33136999.61,33136.99961
"418",2011,5,4,14.7868333180745,56.1178333361944,220,36.29499912,"Limecola balthica",36,3,478495,25,"Limecola balthica","478495_2011",0.649488469151562,"2011",36.29499912,36294999.12,36294.99912
"419",2011,5,4,14.7616666793823,56.1233333349228,330,81.49999619,"Limecola balthica",17,1,478496,25,"Limecola balthica","478496_2011",-0.416609463129473,"2011",81.49999619,81499996.19,81499.99619
"420",2011,5,4,14.7616666793823,56.1233333349228,470,84.00300026,"Limecola balthica",17,2,478497,25,"Limecola balthica","478497_2011",-0.416609463129473,"2011",84.00300026,84003000.26,84003.00026
"421",2011,5,4,14.7616666793823,56.1233333349228,140,17.16500044,"Limecola balthica",17,3,478498,25,"Limecola balthica","478498_2011",-0.416609463129473,"2011",17.16500044,17165000.44,17165.00044
"422",2011,5,3,15.6668333053589,56.1506666660309,230,89.14600372,"Limecola balthica",37,1,478499,25,"Limecola balthica","478499_2011",0.705598886640038,"2011",89.14600372,89146003.72,89146.00372
"423",2011,5,3,15.6668333053589,56.1506666660309,190,54.60299969,"Limecola balthica",37,2,478500,25,"Limecola balthica","478500_2011",0.705598886640038,"2011",54.60299969,54602999.69,54602.99969
"424",2011,5,3,15.6668333053589,56.1506666660309,210,56.24400139,"Limecola balthica",37,3,478501,25,"Limecola balthica","478501_2011",0.705598886640038,"2011",56.24400139,56244001.39,56244.00139
"425",2011,5,2,15.5716499964396,56.1300000031789,130,65.43200016,"Limecola balthica",29,1,478502,25,"Limecola balthica","478502_2011",0.256715546732234,"2011",65.43200016,65432000.16,65432.00016
"426",2011,5,2,15.5716499964396,56.1300000031789,210,86.78199768,"Limecola balthica",29,2,478503,25,"Limecola balthica","478503_2011",0.256715546732234,"2011",86.78199768,86781997.68,86781.99768
"427",2011,5,2,15.5716499964396,56.1300000031789,280,22.94500113,"Limecola balthica",29,3,478504,25,"Limecola balthica","478504_2011",0.256715546732234,"2011",22.94500113,22945001.13,22945.00113
"428",2011,5,2,15.5548166910807,56.1708333333333,310,60.9070015,"Limecola balthica",0,1,478505,25,"Limecola balthica","478505_2011",-1.37048656043356,"2011",60.9070015,60907001.5,60907.0015
"429",2011,5,2,15.5548166910807,56.1708333333333,240,60.86999893,"Limecola balthica",0,2,478506,25,"Limecola balthica","478506_2011",-1.37048656043356,"2011",60.86999893,60869998.93,60869.99893
"430",2011,5,2,15.5548166910807,56.1708333333333,300,57.23499775,"Limecola balthica",0,3,478507,25,"Limecola balthica","478507_2011",-1.37048656043356,"2011",57.23499775,57234997.75,57234.99775
"431",2011,5,4,14.6859999974569,56.145666662852,650,101.3749981,"Limecola balthica",0,1,478508,25,"Limecola balthica","478508_2011",-1.37048656043356,"2011",101.3749981,101374998.1,101374.9981
"432",2011,5,4,14.6859999974569,56.145666662852,1050,113.9099979,"Limecola balthica",0,2,478509,25,"Limecola balthica","478509_2011",-1.37048656043356,"2011",113.9099979,113909997.9,113909.9979
"433",2011,5,4,14.6859999974569,56.145666662852,330,35.20699978,"Limecola balthica",0,3,478510,25,"Limecola balthica","478510_2011",-1.37048656043356,"2011",35.20699978,35206999.78,35206.99978
"434",2011,5,4,14.7234999974569,56.1311499993006,330,141.541996,"Limecola balthica",20,1,478511,25,"Limecola balthica","478511_2011",-0.248278210664046,"2011",141.541996,141541996,141541.996
"435",2011,5,4,14.7234999974569,56.1311499993006,400,115.2569962,"Limecola balthica",20,2,478512,25,"Limecola balthica","478512_2011",-0.248278210664046,"2011",115.2569962,115256996.2,115256.9962
"436",2011,5,4,14.7234999974569,56.1311499993006,210,92.75600433,"Limecola balthica",20,3,478513,25,"Limecola balthica","478513_2011",-0.248278210664046,"2011",92.75600433,92756004.33,92756.00433
"437",2011,5,5,14.5371500015259,56.0406666676203,280,27.43000031,"Limecola balthica",24,1,478514,25,"Limecola balthica","478514_2011",-0.0238365407101441,"2011",27.43000031,27430000.31,27430.00031
"438",2011,5,5,14.5371500015259,56.0406666676203,290,43.21499825,"Limecola balthica",24,2,478515,25,"Limecola balthica","478515_2011",-0.0238365407101441,"2011",43.21499825,43214998.25,43214.99825
"439",2011,5,5,14.5371500015259,56.0406666676203,80,12.15399981,"Limecola balthica",24,3,478516,25,"Limecola balthica","478516_2011",-0.0238365407101441,"2011",12.15399981,12153999.81,12153.99981
"440",2011,5,3,15.7545000076294,56.070666662852,410,43.61999989,"Limecola balthica",8,1,478517,25,"Limecola balthica","478517_2011",-0.921603220525753,"2011",43.61999989,43619999.89,43619.99989
"441",2011,5,3,15.7545000076294,56.070666662852,270,30.14899969,"Limecola balthica",8,2,478518,25,"Limecola balthica","478518_2011",-0.921603220525753,"2011",30.14899969,30148999.69,30148.99969
"442",2011,5,3,15.7545000076294,56.070666662852,320,31.97400093,"Limecola balthica",8,3,478519,25,"Limecola balthica","478519_2011",-0.921603220525753,"2011",31.97400093,31974000.93,31974.00093
"443",2011,5,3,15.8076666514079,56.0849999984105,50,4.71399993,"Limecola balthica",16,1,478520,25,"Limecola balthica","478520_2011",-0.472719880617948,"2011",4.71399993,4713999.93,4713.99993
"444",2011,5,3,15.8076666514079,56.0849999984105,170,19.5570004,"Limecola balthica",16,2,478521,25,"Limecola balthica","478521_2011",-0.472719880617948,"2011",19.5570004,19557000.4,19557.0004
"445",2011,5,3,15.8076666514079,56.0849999984105,120,14.24800038,"Limecola balthica",16,3,478522,25,"Limecola balthica","478522_2011",-0.472719880617948,"2011",14.24800038,14248000.38,14248.00038
"446",2011,5,3,15.2946500142415,56.1583333333333,310,59.96200085,"Limecola balthica",8,1,478523,25,"Limecola balthica","478523_2011",-0.921603220525753,"2011",59.96200085,59962000.85,59962.00085
"447",2011,5,3,15.2946500142415,56.1583333333333,250,29.36000109,"Limecola balthica",8,2,478524,25,"Limecola balthica","478524_2011",-0.921603220525753,"2011",29.36000109,29360001.09,29360.00109
"448",2011,5,3,15.2946500142415,56.1583333333333,140,17.83300042,"Limecola balthica",8,3,478525,25,"Limecola balthica","478525_2011",-0.921603220525753,"2011",17.83300042,17833000.42,17833.00042
"449",2012,5,29,14.7025513,56.1571279,1040,89.40799713,"Limecola balthica",9,1,491382,25,"Limecola balthica","491382_2012",-0.865492803037277,"2012",89.40799713,89407997.13,89407.99713
"450",2012,5,29,14.7113064,56.1514665,190,58.72300148,"Limecola balthica",10,1,491383,25,"Limecola balthica","491383_2012",-0.809382385548802,"2012",58.72300148,58723001.48,58723.00148
"451",2012,5,29,14.6994457,56.1363973,680,75.13500214,"Limecola balthica",26,1,491384,25,"Limecola balthica","491384_2012",0.088384294266807,"2012",75.13500214,75135002.14,75135.00214
"452",2012,5,29,14.688893,56.1308773,600,79.98000145,"Limecola balthica",0,1,491385,25,"Limecola balthica","491385_2012",-1.37048656043356,"2012",79.98000145,79980001.45,79980.00145
"453",2012,5,29,14.6848183,56.1470974,450,49.65000153,"Limecola balthica",19,1,491386,25,"Limecola balthica","491386_2012",-0.304388628152522,"2012",49.65000153,49650001.53,49650.00153
"454",2012,5,21,15.0483577,56.1839011,1190,17.23399997,"Limecola balthica",4,1,491387,27,"Limecola balthica","491387_2012",-1.14604489047965,"2012",17.23399997,17233999.97,17233.99997
"455",2012,5,21,15.0499571,56.1762768,1280,27.49900103,"Limecola balthica",42,1,491388,25,"Limecola balthica","491388_2012",0.986150974082416,"2012",27.49900103,27499001.03,27499.00103
"456",2012,5,21,15.0664842,56.1750655,360,54.08400059,"Limecola balthica",45,1,491389,25,"Limecola balthica","491389_2012",1.15448222654784,"2012",54.08400059,54084000.59,54084.00059
"457",2012,5,21,15.0606721,56.1708992,380,48.58399868,"Limecola balthica",60,1,491390,25,"Limecola balthica","491390_2012",1.99613848887498,"2012",48.58399868,48583998.68,48583.99868
"458",2012,5,21,15.0620719,56.1651147,190,41.0532999,"Limecola balthica",0,1,491391,25,"Limecola balthica","491391_2012",-1.37048656043356,"2012",41.0532999,41053299.9,41053.2999
"459",2012,5,23,14.8756668,56.1579869,70,18.62100005,"Limecola balthica",0,1,491392,25,"Limecola balthica","491392_2012",-1.37048656043356,"2012",18.62100005,18621000.05,18621.00005
"460",2012,5,23,14.878025,56.1516277,840,81.57799721,"Limecola balthica",23,1,491393,25,"Limecola balthica","491393_2012",-0.0799469581986196,"2012",81.57799721,81577997.21,81577.99721
"461",2012,5,23,14.8564959,56.1502786,440,36.45400047,"Limecola balthica",0,1,491394,25,"Limecola balthica","491394_2012",-1.37048656043356,"2012",36.45400047,36454000.47,36454.00047
"462",2012,5,23,14.867396,56.1480267,690,116.8780041,"Limecola balthica",38,1,491395,25,"Limecola balthica","491395_2012",0.761709304128513,"2012",116.8780041,116878004.1,116878.0041
"463",2012,5,23,14.8626036,56.159747,170,25.86600065,"Limecola balthica",23,1,491396,25,"Limecola balthica","491396_2012",-0.0799469581986196,"2012",25.86600065,25866000.65,25866.00065
"464",2012,5,28,14.5353638,55.9663958,50,20.65900087,"Limecola balthica",3,1,491397,25,"Limecola balthica","491397_2012",-1.20215530796813,"2012",20.65900087,20659000.87,20659.00087
"465",2012,5,28,14.5353638,55.9663958,50,5.38999975,"Limecola balthica",3,2,491398,25,"Limecola balthica","491398_2012",-1.20215530796813,"2012",5.38999975,5389999.75,5389.99975
"466",2012,5,28,14.5353638,55.9663958,90,6.66000009,"Limecola balthica",3,3,491399,25,"Limecola balthica","491399_2012",-1.20215530796813,"2012",6.66000009,6660000.09,6660.00009
"467",2012,5,28,14.2775427,55.8665989,100,5.67200005,"Limecola balthica",18,1,491400,25,"Limecola balthica","491400_2012",-0.360499045640997,"2012",5.67200005,5672000.05,5672.00005
"468",2012,5,28,14.2775427,55.8665989,100,32.71600008,"Limecola balthica",18,2,491401,25,"Limecola balthica","491401_2012",-0.360499045640997,"2012",32.71600008,32716000.08,32716.00008
"469",2012,5,28,14.2775427,55.8665989,80,3.16799998,"Limecola balthica",18,3,491402,25,"Limecola balthica","491402_2012",-0.360499045640997,"2012",3.16799998,3167999.98,3167.99998
"470",2012,5,24,15.7753838,56.0782675,980,35.47800064,"Limecola balthica",8,1,491403,25,"Limecola balthica","491403_2012",-0.921603220525753,"2012",35.47800064,35478000.64,35478.00064
"471",2012,5,24,15.7587516,56.073565,1320,63.97600174,"Limecola balthica",24,1,491404,25,"Limecola balthica","491404_2012",-0.0238365407101441,"2012",63.97600174,63976001.74,63976.00174
"472",2012,5,24,15.7472768,56.0692311,1230,40.23099899,"Limecola balthica",55,1,491405,25,"Limecola balthica","491405_2012",1.7155864014326,"2012",40.23099899,40230998.99,40230.99899
"473",2012,5,24,15.7513969,56.0623983,50,15.15900016,"Limecola balthica",14,1,491406,25,"Limecola balthica","491406_2012",-0.5849407155949,"2012",15.15900016,15159000.16,15159.00016
"474",2012,5,24,15.7539115,56.0666476,540,48.09999943,"Limecola balthica",0,1,491407,25,"Limecola balthica","491407_2012",-1.37048656043356,"2012",48.09999943,48099999.43,48099.99943
"475",2012,5,29,14.7348772,56.1515833,330,43.14899921,"Limecola balthica",22,1,491418,25,"Limecola balthica","491418_2012",-0.136057375687095,"2012",43.14899921,43148999.21,43148.99921
"476",2012,5,29,14.7361358,56.1416155,130,33.87599945,"Limecola balthica",5,1,491419,25,"Limecola balthica","491419_2012",-1.08993447299118,"2012",33.87599945,33875999.45,33875.99945
"477",2012,5,29,14.7237135,56.1342771,220,84.45599556,"Limecola balthica",18,1,491420,25,"Limecola balthica","491420_2012",-0.360499045640997,"2012",84.45599556,84455995.56,84455.99556
"478",2012,5,29,14.7096768,56.1324108,220,53.97200108,"Limecola balthica",28,1,491421,25,"Limecola balthica","491421_2012",0.200605129243758,"2012",53.97200108,53972001.08,53972.00108
"479",2012,5,29,14.7215713,56.1155314,1080,196.6799927,"Limecola balthica",21,1,491422,25,"Limecola balthica","491422_2012",-0.192167793175571,"2012",196.6799927,196679992.7,196679.9927
"480",2012,5,21,15.3026296,56.1666432,430,51.34399891,"Limecola balthica",15,1,491423,25,"Limecola balthica","491423_2012",-0.528830298106424,"2012",51.34399891,51343998.91,51343.99891
"481",2012,5,21,15.273653,56.1551606,240,30.60800076,"Limecola balthica",35,1,491424,25,"Limecola balthica","491424_2012",0.593378051663087,"2012",30.60800076,30608000.76,30608.00076
"482",2012,5,21,15.3005539,56.1580128,370,43.41400146,"Limecola balthica",13,1,491425,25,"Limecola balthica","491425_2012",-0.641051133083375,"2012",43.41400146,43414001.46,43414.00146
"483",2012,5,21,15.2662479,56.1496139,1760,62.05999851,"Limecola balthica",0,1,491426,25,"Limecola balthica","491426_2012",-1.37048656043356,"2012",62.05999851,62059998.51,62059.99851
"484",2012,5,21,15.2613591,56.1539843,400,33.09200048,"Limecola balthica",13,1,491427,25,"Limecola balthica","491427_2012",-0.641051133083375,"2012",33.09200048,33092000.48,33092.00048
"485",2012,5,23,14.5847185,56.0462603,240,20.56999922,"Limecola balthica",0,1,491428,25,"Limecola balthica","491428_2012",-1.37048656043356,"2012",20.56999922,20569999.22,20569.99922
"486",2012,5,23,14.5905214,56.0347308,590,35.51000118,"Limecola balthica",39,1,491429,25,"Limecola balthica","491429_2012",0.817819721616989,"2012",35.51000118,35510001.18,35510.00118
"487",2012,5,23,14.5806756,56.0340765,2840,105.7380009,"Limecola balthica",52,1,491430,25,"Limecola balthica","491430_2012",1.54725514896717,"2012",105.7380009,105738000.9,105738.0009
"488",2012,5,23,14.5792186,56.0248824,210,10.10900021,"Limecola balthica",3,1,491432,25,"Limecola balthica","491432_2012",-1.20215530796813,"2012",10.10900021,10109000.21,10109.00021
"489",2012,5,30,15.5148958,56.1607248,740,50.88399887,"Limecola balthica",30,1,491433,25,"Limecola balthica","491433_2012",0.312825964220709,"2012",50.88399887,50883998.87,50883.99887
"490",2012,5,30,15.4960934,56.1512668,680,37.98399925,"Limecola balthica",13,1,491434,25,"Limecola balthica","491434_2012",-0.641051133083375,"2012",37.98399925,37983999.25,37983.99925
"491",2012,5,30,15.50659,56.1319294,190,6.01800025,"Limecola balthica",6,1,491435,25,"Limecola balthica","491435_2012",-1.0338240555027,"2012",6.01800025,6018000.25,6018.00025
"492",2012,5,30,15.4946386,56.1182933,1620,128.0160046,"Limecola balthica",7,1,491436,25,"Limecola balthica","491436_2012",-0.977713638014228,"2012",128.0160046,128016004.6,128016.0046
